MSZoning,LotArea,Utilities,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,BsmtQual,BsmtCond,CentralAir,KitchenQual,GarageType,GarageArea,GarageQual,GarageCond,SalePrice
RL,8846,AllPub,2Story,6,5,2005,Gable,Gd,TA,Y,Gd,Attchd,564,TA,TA,173900
RL,12456,AllPub,1Story,10,5,2006,Hip,Ex,TA,Y,Ex,Attchd,786,TA,TA,337500
RL,4712,AllPub,1.5Fin,4,7,1946,Gable,TA,TA,Y,TA,Detchd,305,TA,TA,121600
RL,10659,AllPub,1Story,5,6,1961,Hip,TA,TA,Y,TA,Attchd,368,TA,TA,136500
RL,11717,AllPub,1Story,6,6,1970,Hip,TA,TA,Y,TA,Attchd,615,TA,TA,185000
RM,9786,AllPub,1Story,3,4,1922,Hip,TA,Fa,N,TA,Detchd,210,TA,Fa,91000
RL,6762,AllPub,1Story,7,5,2006,Gable,Gd,TA,Y,Gd,Attchd,632,TA,TA,206000
RL,10206,AllPub,1Story,3,3,1952,Flat,TA,TA,N,Fa,Detchd,528,TA,Fa,82000
RL,5400,AllPub,1Story,5,6,1920,Gable,Fa,TA,Y,Ex,Detchd,216,Fa,TA,86000
RL,11957,AllPub,1Story,8,5,2006,Gable,Gd,TA,Y,Gd,Attchd,824,TA,TA,232000
RL,11500,AllPub,1Story,5,6,1976,Gable,TA,TA,Y,TA,Detchd,528,TA,TA,136905
RL,3182,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,457,TA,TA,181000
RL,8385,AllPub,SLvl,5,8,1977,Gable,Gd,Gd,Y,TA,Attchd,328,TA,TA,149900
RL,12155,AllPub,1Story,6,3,1970,Gable,Gd,TA,Y,TA,Attchd,484,TA,TA,163500
RM,2217,AllPub,2Story,4,4,1970,Gable,TA,TA,Y,TA,Attchd,286,TA,TA,88000
RL,12118,AllPub,1Story,7,5,2004,Hip,Ex,TA,Y,Gd,Attchd,550,TA,TA,240000
RL,6000,AllPub,1.5Fin,5,5,1926,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,102000
RL,21286,AllPub,1.5Fin,5,5,1948,Gable,TA,TA,Y,TA,Attchd,312,TA,TA,135000
RL,9825,AllPub,1Story,5,5,1965,Hip,TA,TA,N,TA,Attchd,0,TA,TA,100000
RL,10592,AllPub,2Story,6,7,1923,Hip,TA,Fa,Y,Gd,Detchd,180,TA,TA,165000
RM,7200,AllPub,1Story,5,4,1910,Hip,TA,TA,N,TA,Detchd,280,TA,TA,85000
RL,11664,AllPub,1Story,6,5,1948,Gable,TA,Fa,Y,TA,Detchd,240,TA,TA,119200
RL,8400,AllPub,2Story,8,6,2001,Gable,Gd,TA,Y,Gd,Attchd,528,TA,TA,227000
RL,11883,AllPub,1Story,7,5,1996,Hip,Gd,TA,Y,Gd,Attchd,478,TA,TA,203000
RL,5814,AllPub,1Story,8,5,1984,Gable,Gd,TA,Y,Gd,Attchd,565,TA,TA,187500
RL,10784,AllPub,SLvl,7,5,1991,Gable,Gd,TA,Y,Gd,Attchd,402,TA,TA,160000
RL,3013,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,440,TA,TA,213490
RL,7024,AllPub,1Story,4,5,2005,Gable,Gd,TA,Y,Gd,Attchd,451,TA,TA,176000
RL,7406,AllPub,1Story,7,5,2006,Gable,Gd,TA,Y,Gd,Attchd,632,TA,TA,194000
RM,9439,AllPub,1.5Fin,5,5,1930,Gable,TA,TA,Y,TA,Detchd,160,Fa,Fa,87000
RL,3182,AllPub,1Story,7,5,2005,Gable,Gd,Gd,Y,Gd,Attchd,437,TA,TA,191000
RL,15498,AllPub,1Story,8,6,1976,Hip,Gd,TA,Y,Gd,Attchd,665,TA,TA,287000
RL,7700,AllPub,1Story,5,5,1972,Gable,TA,TA,Y,TA,Detchd,461,TA,TA,112500
RL,9300,AllPub,1Story,5,5,1960,Gable,TA,TA,Y,TA,Attchd,461,TA,TA,167500
RL,9520,AllPub,1Story,8,5,2007,Gable,Gd,TA,Y,Gd,Attchd,800,TA,TA,293077
RL,9492,AllPub,1.5Fin,5,5,1941,Gable,TA,TA,Y,TA,Attchd,240,TA,TA,105000
RM,1680,AllPub,2Story,6,7,1972,Gable,TA,TA,Y,TA,Detchd,264,TA,TA,118000
RH,7082,AllPub,2Story,5,8,1916,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,160000
RL,15863,AllPub,2.5Fin,7,3,1920,Gable,TA,TA,Y,TA,Basment,672,TA,TA,197000
RL,14541,AllPub,2Story,8,7,1993,Gable,Gd,Gd,Y,Gd,Attchd,796,TA,TA,310000
RL,8125,AllPub,1Story,7,5,2002,Gable,Gd,TA,Y,Gd,Attchd,900,TA,TA,230000
RL,6305,AllPub,1Story,5,7,1938,Gable,Fa,Fa,Y,Fa,Basment,240,Fa,TA,119750
RL,11500,AllPub,1Story,4,3,1957,Gable,TA,TA,N,TA,Detchd,290,TA,TA,84000
RL,12898,AllPub,1Story,9,5,2007,Hip,Ex,TA,Y,Ex,Attchd,912,TA,TA,315500
RL,9240,AllPub,2Story,8,5,2001,Gable,Gd,TA,Y,Gd,BuiltIn,905,TA,TA,287000
RM,1533,AllPub,2Story,4,6,1970,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,97000
RM,1477,AllPub,SFoyer,4,4,1970,Gable,Gd,TA,Y,TA,Attchd,286,TA,TA,80000
RL,13125,AllPub,1Story,5,4,1957,Gable,TA,TA,Y,TA,Attchd,484,TA,TA,155000
RL,9130,AllPub,2Story,6,8,1966,Hip,TA,TA,Y,Gd,Attchd,484,TA,TA,173000
RL,5381,AllPub,1Story,6,5,2005,Gable,Gd,TA,Y,Gd,Attchd,624,TA,TA,196000
RL,11839,AllPub,2Story,7,5,1990,Hip,Gd,TA,Y,Gd,Attchd,514,TA,TA,262280
RL,9600,AllPub,1Story,8,5,1981,Hip,Gd,TA,Y,Gd,Attchd,542,TA,TA,278000
RL,13680,AllPub,1Story,3,5,1955,Hip,TA,TA,Y,TA,Attchd,452,TA,TA,139600
RL,16056,AllPub,2Story,9,5,2005,Hip,Ex,TA,Y,Ex,BuiltIn,716,TA,TA,556581
RL,9245,AllPub,1Story,5,5,1994,Gable,Gd,TA,Y,TA,Detchd,672,TA,TA,145000
RL,21750,AllPub,1Story,5,4,1960,Hip,TA,TA,Y,TA,Attchd,336,TA,TA,115000
RL,11100,AllPub,1Story,4,7,1946,Gable,TA,TA,Y,Gd,Detchd,308,TA,TA,84900
RL,8993,AllPub,1Story,7,5,2007,Gable,Gd,TA,Y,Gd,Attchd,436,TA,TA,176485
RL,11175,AllPub,1Story,7,5,2007,Gable,Gd,TA,Y,Gd,Attchd,440,TA,TA,200141
RL,9500,AllPub,2Story,6,6,1964,Gable,TA,TA,Y,TA,Attchd,540,TA,TA,165000
RL,8562,AllPub,1Story,5,6,1957,Hip,TA,TA,Y,TA,Basment,364,TA,TA,144500
RL,11367,AllPub,2Story,8,5,2002,Gable,Gd,TA,Y,Gd,Attchd,586,TA,TA,255000
RL,11361,AllPub,1Story,6,5,1976,Gable,Gd,TA,Y,TA,Attchd,478,TA,TA,180000
RL,7052,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,484,TA,TA,185850
RL,29959,AllPub,2Story,7,6,1994,Gable,Gd,TA,Y,Gd,BuiltIn,467,TA,TA,248000
RL,11308,AllPub,2Story,9,5,2008,Gable,Ex,TA,Y,Ex,Attchd,836,TA,TA,335000
RL,11275,AllPub,1.5Fin,6,7,1932,Gable,TA,TA,Y,TA,Detchd,432,TA,Fa,220000
RL,4920,AllPub,1Story,8,5,2001,Gable,Gd,TA,Y,Gd,Attchd,582,TA,TA,213500
C (all),18000,AllPub,1Story,3,4,1935,Gable,TA,TA,Y,TA,Detchd,1248,TA,TA,81000
RM,13600,AllPub,2Story,5,5,1900,Gable,TA,TA,N,TA,Detchd,560,TA,TA,90000
RM,6000,AllPub,1Story,6,6,1925,Gable,TA,TA,Y,Gd,Detchd,440,TA,TA,110500
RL,11000,AllPub,1Story,5,6,1966,Gable,TA,TA,Y,TA,Attchd,480,TA,TA,154000
RL,14000,AllPub,2Story,7,5,1996,Gable,Ex,TA,Y,Gd,Attchd,533,TA,TA,328000
RL,7837,AllPub,2Story,6,7,1993,Gable,Gd,TA,Y,TA,Attchd,380,TA,TA,178000
RL,9760,AllPub,2Story,6,6,1964,Gable,TA,TA,Y,TA,Attchd,442,TA,TA,167900
RM,3964,AllPub,2Story,6,4,1973,Gable,Gd,TA,Y,TA,Attchd,576,TA,TA,151400
RL,9600,AllPub,1.5Unf,5,7,1949,Gable,TA,TA,Y,Gd,Detchd,576,TA,TA,135000
RL,10152,AllPub,1Story,5,5,1956,Hip,TA,TA,Y,TA,Attchd,286,TA,TA,135000
RL,11700,AllPub,2Story,6,6,1968,Gable,TA,TA,Y,TA,Attchd,441,TA,TA,154000
RL,7585,AllPub,1.5Fin,5,3,1948,Gable,Fa,Fa,Y,TA,Detchd,280,TA,TA,91500
RL,7950,AllPub,2Story,6,6,1977,Hip,TA,TA,Y,TA,Attchd,440,TA,TA,159500
RL,8556,AllPub,1Story,7,5,2006,Gable,Gd,TA,Y,Gd,Attchd,826,TA,TA,194000
RL,13125,AllPub,2Story,7,6,1940,Gable,TA,TA,Y,TA,Attchd,240,TA,TA,219500
RL,10800,AllPub,1.5Fin,5,8,1936,Gable,Fa,TA,Y,Gd,Attchd,566,TA,TA,170000
RL,15870,AllPub,1Story,5,5,1969,Gable,TA,TA,Y,TA,Attchd,299,TA,TA,138800
RM,4435,AllPub,1Story,6,5,2004,Gable,Gd,TA,Y,Gd,Attchd,420,TA,TA,155900
RL,8775,AllPub,1Story,5,5,1994,Gable,Gd,TA,Y,TA,Attchd,299,TA,TA,126000
RL,11040,AllPub,1Story,6,7,1971,Gable,TA,TA,Y,Gd,Attchd,528,TA,TA,145000
RL,7500,AllPub,1Story,5,5,1963,Gable,TA,TA,Y,TA,Attchd,308,TA,TA,133000
RL,8749,AllPub,1Story,7,5,2002,Gable,Gd,TA,Y,Gd,Attchd,527,TA,TA,192000
RL,8800,AllPub,1Story,6,6,1964,Hip,TA,TA,Y,TA,Attchd,461,TA,TA,160000
RL,13031,AllPub,2Story,6,5,1995,Gable,Gd,TA,Y,TA,Attchd,409,TA,TA,187500
RL,9069,AllPub,SFoyer,6,6,1992,Gable,Gd,TA,Y,Gd,Attchd,564,TA,TA,147000
RM,1974,AllPub,2Story,4,5,1973,Gable,TA,TA,Y,TA,Attchd,286,TA,TA,83500
FV,10574,AllPub,2Story,8,5,2005,Gable,Gd,TA,Y,Gd,Attchd,1043,TA,TA,252000
RM,2522,AllPub,2Story,7,5,2004,Gable,Gd,TA,Y,Gd,Detchd,380,TA,TA,137500
FV,3316,AllPub,1Story,8,5,2005,Gable,Gd,TA,Y,Gd,Attchd,550,TA,TA,197000
RL,8544,AllPub,1Story,3,4,1950,Gable,TA,TA,N,TA,Detchd,400,TA,TA,92900
FV,2160,AllPub,2Story,7,5,1999,Gable,Gd,TA,Y,Gd,Detchd,462,TA,TA,160000
RL,8400,AllPub,1.5Fin,6,5,1925,Gable,TA,TA,Y,TA,Detchd,576,TA,TA,136500
RL,9230,AllPub,1Story,5,8,1965,Hip,TA,TA,Y,Gd,Detchd,884,TA,TA,146000
RL,5868,AllPub,1Story,5,7,1956,Gable,TA,TA,Y,TA,Attchd,308,TA,TA,129000
RL,9317,AllPub,1Story,6,5,2006,Gable,Gd,TA,Y,Gd,Attchd,440,TA,TA,176432
RM,6882,AllPub,2Story,6,7,1914,Gable,TA,TA,Y,Gd,Attchd,0,TA,TA,127000
RL,3696,AllPub,1Story,8,5,1986,Gable,Gd,TA,Y,Gd,Attchd,461,TA,TA,170000
RM,6000,AllPub,1.5Fin,4,6,1936,Gable,TA,TA,Y,TA,Detchd,240,TA,TA,128000
RL,11880,AllPub,1Story,7,5,1978,Gable,Gd,TA,Y,TA,Attchd,478,TA,TA,157000
RL,8400,AllPub,1Story,2,5,1920,Gable,TA,Fa,N,Fa,Detchd,246,TA,TA,60000
RL,9758,AllPub,1Story,5,5,1971,Gable,TA,TA,Y,TA,Detchd,280,TA,TA,119500
RL,7000,AllPub,1Story,5,7,1960,Gable,TA,TA,Y,TA,Attchd,254,TA,TA,135000
RL,8910,AllPub,1Story,6,6,1959,Hip,TA,TA,Y,TA,BuiltIn,539,TA,TA,159500
RM,2016,AllPub,2Story,5,5,1970,Gable,TA,TA,Y,TA,Detchd,440,TA,TA,106000
RL,12256,AllPub,2Story,8,5,1994,Gable,Ex,TA,Y,Gd,Attchd,712,TA,TA,325000
RL,10357,AllPub,1Story,7,5,1990,Hip,Gd,TA,Y,Gd,Attchd,719,TA,TA,179900
RL,23257,AllPub,2Story,7,5,2006,Gable,Ex,Gd,Y,Gd,BuiltIn,422,TA,TA,274725
RL,8063,AllPub,2Story,6,5,2000,Gable,Gd,TA,Y,TA,Attchd,463,TA,TA,181000
RL,11362,AllPub,1Story,8,5,2004,Gable,Ex,TA,Y,Gd,Attchd,862,TA,TA,280000
RL,8000,AllPub,2Story,6,5,1995,Gable,Gd,TA,Y,TA,Attchd,431,TA,TA,188000
RL,10480,AllPub,2Story,7,6,1976,Hip,TA,TA,Y,TA,Attchd,483,TA,TA,205000
RL,7100,AllPub,1Story,5,7,1957,Gable,TA,TA,Y,TA,Detchd,308,TA,TA,129900
RL,8923,AllPub,1Story,5,7,1953,Gable,TA,TA,Y,Gd,Attchd,240,TA,TA,134500
RL,5400,AllPub,1Story,5,7,1954,Gable,TA,TA,Y,Gd,Detchd,326,TA,TA,117000
RL,12085,AllPub,1Story,8,5,2007,Hip,Ex,TA,Y,Ex,Attchd,928,TA,TA,318000
RL,7750,AllPub,SLvl,8,5,2002,Hip,Gd,TA,Y,Gd,BuiltIn,527,TA,TA,184100
RL,9764,AllPub,1Story,5,7,1967,Gable,TA,TA,Y,Gd,Attchd,450,TA,TA,130000
RL,13825,AllPub,SLvl,5,6,1958,Gable,TA,TA,Y,TA,BuiltIn,300,TA,TA,140000
RL,7560,AllPub,1Story,5,5,1959,Gable,TA,TA,Y,TA,Attchd,286,TA,TA,133700
RM,8263,AllPub,1Story,6,5,1920,Gable,TA,TA,Y,TA,Detchd,308,TA,TA,118400
RL,10084,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,782,TA,TA,212900
RL,8926,AllPub,1Story,4,3,1956,Gable,TA,TA,Y,TA,Basment,288,TA,TA,112000
RL,9405,AllPub,1Story,5,9,1947,Hip,TA,TA,Y,TA,Attchd,0,TA,TA,118000
RL,9125,AllPub,SLvl,7,5,1992,Gable,Gd,TA,Y,Gd,Attchd,392,TA,TA,163900
RL,10434,AllPub,1Story,4,5,1955,Gable,TA,TA,Y,Fa,Detchd,672,Fa,Fa,115000
RL,3684,AllPub,1Story,7,5,2007,Hip,Gd,TA,Y,Gd,Attchd,660,TA,TA,174000
RL,14572,AllPub,1Story,7,5,2004,Hip,Gd,TA,Y,Gd,Attchd,630,TA,TA,259000
RL,11796,AllPub,2Story,7,5,2004,Gable,Gd,TA,Y,Gd,BuiltIn,434,TA,TA,215000
RM,7200,AllPub,SFoyer,5,5,1980,Gable,Gd,TA,Y,TA,Detchd,672,TA,TA,140000
RL,7804,AllPub,1.5Fin,4,3,1928,Gable,TA,TA,Y,Gd,Detchd,576,TA,TA,135000
RL,10712,AllPub,1Story,5,5,1991,Gable,Gd,TA,Y,TA,Attchd,0,TA,TA,93500
RM,9900,AllPub,2Story,6,4,1880,Gable,TA,TA,Y,Fa,Detchd,205,Fa,TA,117500
RL,9828,AllPub,2Story,8,5,1995,Gable,Gd,TA,Y,Gd,Attchd,466,TA,TA,239500
RL,8773,AllPub,2Story,6,5,1997,Gable,Gd,TA,Y,TA,Attchd,460,TA,TA,169000
RM,6180,AllPub,1Story,6,5,1926,Gable,TA,TA,N,TA,Detchd,180,TA,TA,102000
RL,9600,AllPub,1.5Fin,6,5,1950,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,119000
RL,6342,AllPub,1.5Fin,5,8,1875,Gable,TA,TA,N,TA,Attchd,0,TA,TA,94000
RL,9819,AllPub,1Story,6,5,1977,Gable,TA,TA,Y,Gd,Attchd,714,TA,TA,196000
RL,8731,AllPub,1Story,5,5,1920,Gable,TA,TA,Y,TA,Detchd,495,TA,TA,144000
RL,7350,AllPub,1Story,5,7,1951,Gable,TA,TA,Y,TA,Detchd,840,TA,TA,139000
RL,10304,AllPub,2Story,5,7,1976,Gable,TA,TA,Y,Gd,Attchd,484,TA,TA,197500
RL,9965,AllPub,2Story,8,5,2006,Hip,Ex,TA,Y,Gd,BuiltIn,1052,TA,TA,424870
RL,9000,AllPub,1Story,5,3,1959,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,80000
RL,12180,AllPub,1.5Fin,4,4,1941,Gable,Gd,TA,N,Fa,Detchd,280,TA,TA,80000
RM,6240,AllPub,1.5Fin,5,6,1928,Gable,TA,TA,Y,TA,Detchd,225,TA,TA,149000
RL,11200,AllPub,1Story,6,5,1985,Gable,Gd,TA,Y,Gd,Attchd,403,TA,TA,180000
RL,12000,AllPub,2Story,7,7,1941,Gable,TA,TA,Y,Fa,Attchd,234,TA,TA,174500
RM,5700,AllPub,1.5Fin,7,7,1926,Gable,TA,TA,Y,TA,Detchd,288,TA,TA,116900
RM,9000,AllPub,2Story,7,9,1920,Hip,TA,TA,Y,TA,Detchd,324,TA,TA,143000
RL,8280,AllPub,1Story,6,5,1950,Gable,TA,TA,Y,Gd,Attchd,306,TA,TA,124000
RL,17755,AllPub,1Story,5,4,1959,Gable,TA,TA,Y,Fa,Attchd,528,TA,TA,149900
RL,14115,AllPub,1Story,6,7,1956,Gable,TA,TA,Y,Ex,Attchd,470,TA,TA,230000
RM,5890,AllPub,1Story,6,8,1930,Gable,TA,TA,Y,TA,Detchd,432,TA,TA,120500
RL,13700,AllPub,2Story,7,6,1965,Gable,TA,TA,Y,Gd,Attchd,492,TA,TA,201800
RL,10768,AllPub,1Story,5,8,1976,Gable,Gd,TA,Y,Gd,Attchd,528,TA,TA,218000
RL,9350,AllPub,SLvl,5,8,1965,Gable,TA,TA,Y,Gd,Attchd,502,TA,TA,179900
RL,5001,AllPub,1Story,7,5,2007,Gable,Gd,TA,Y,Gd,Attchd,626,TA,TA,230000
RL,11932,AllPub,1Story,8,5,2007,Gable,Gd,TA,Y,Gd,Attchd,830,TA,TA,235128
RL,9120,AllPub,2Story,6,6,1974,Hip,TA,TA,Y,Gd,Attchd,540,Gd,TA,185000
RL,2280,AllPub,2Story,6,5,1978,Gable,Gd,TA,Y,TA,Attchd,440,TA,TA,146000
RL,14778,AllPub,1Story,6,7,1954,Hip,TA,TA,Y,Gd,Detchd,924,TA,TA,224000
RL,8724,AllPub,1Story,5,5,1968,Gable,Gd,TA,Y,TA,Attchd,450,TA,TA,129000
RL,12900,AllPub,SFoyer,4,4,1969,Gable,Gd,TA,Y,TA,CarPort,400,Fa,TA,108959
RL,16157,AllPub,SLvl,5,7,1978,Gable,Gd,TA,Y,Gd,Attchd,588,TA,TA,194000
RL,9541,AllPub,1Story,7,5,2009,Gable,Gd,TA,Y,Gd,Attchd,644,TA,TA,233170
RL,10475,AllPub,1Story,8,5,2008,Gable,Gd,TA,Y,Gd,Attchd,776,TA,TA,245350
RL,10852,AllPub,2Story,6,5,2000,Gable,Gd,TA,Y,TA,Attchd,472,TA,TA,173000
RL,13728,AllPub,2Story,6,7,1935,Hip,TA,TA,Y,Gd,Basment,540,TA,TA,235000
RL,35760,AllPub,2Story,10,5,1995,Hip,Ex,TA,Y,Gd,Attchd,807,TA,TA,625000
RL,9880,AllPub,SLvl,6,6,1977,Gable,TA,TA,Y,TA,Attchd,358,TA,TA,171000
RL,9120,AllPub,1Story,6,6,1958,Hip,TA,TA,Y,TA,Attchd,433,TA,TA,163000
FV,4017,AllPub,2Story,7,5,2006,Gable,Gd,TA,Y,Gd,Detchd,625,TA,TA,171900
RL,18030,AllPub,1.5Fin,5,6,1946,Gable,TA,TA,Y,Ex,Attchd,0,TA,TA,200500
RL,16560,AllPub,2Story,6,8,1932,Gable,Gd,TA,Y,TA,Detchd,360,TA,TA,239000
RL,10678,AllPub,1.5Fin,8,5,1992,Hip,Gd,TA,Y,Gd,Attchd,541,TA,TA,285000
RL,6951,AllPub,1Story,5,5,1984,Gable,TA,TA,Y,TA,Attchd,264,TA,TA,119500
RM,3950,AllPub,1.5Fin,6,8,1926,Gable,TA,TA,Y,TA,Detchd,210,TA,TA,115000
RL,7681,AllPub,1.5Fin,5,6,1921,Gable,TA,TA,Y,TA,Detchd,186,Fa,TA,154900
RL,8335,AllPub,1Story,5,5,1954,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,93000
RL,11170,AllPub,2Story,7,5,1990,Gable,Gd,TA,Y,TA,Attchd,693,TA,TA,250000
RM,5587,AllPub,1Story,8,5,2008,Hip,Ex,TA,Y,Gd,Attchd,482,TA,TA,392500
RL,15623,AllPub,2Story,10,5,1996,Hip,Ex,TA,Y,Ex,Attchd,813,TA,TA,745000
RL,10800,AllPub,1Story,5,6,1920,Hip,TA,TA,Y,TA,Detchd,720,TA,TA,120000
RL,35133,AllPub,1Story,5,4,1963,Hip,TA,TA,Y,TA,2Types,995,TA,TA,186700
RL,9738,AllPub,1.5Fin,5,7,1924,Gable,TA,TA,Y,TA,Attchd,392,TA,TA,104900
RL,10615,AllPub,2Story,3,5,1900,Gable,Fa,TA,Y,TA,CarPort,420,Fa,Fa,95000
RL,12461,AllPub,1Story,8,5,1994,Gable,Gd,TA,Y,Gd,Attchd,757,TA,TA,262000
RL,8935,AllPub,2Story,7,5,2002,Gable,Gd,TA,Y,Gd,Attchd,493,TA,TA,195000
RL,7500,AllPub,2Story,7,5,1999,Gable,TA,TA,Y,Gd,Attchd,442,TA,TA,189000
RL,32463,AllPub,1Story,4,4,1961,Gable,TA,TA,Y,TA,2Types,1356,TA,TA,168000
FV,2645,AllPub,2Story,8,5,1999,Gable,Gd,TA,Y,Gd,Detchd,492,TA,TA,174000
RM,9600,AllPub,1.5Fin,5,8,1925,Gambrel,TA,TA,Y,Gd,Detchd,250,TA,Fa,125000
RM,4500,AllPub,1Story,6,5,1999,Hip,Ex,TA,Y,TA,Attchd,402,TA,TA,165000
RL,9364,AllPub,2Story,6,7,1969,Gable,TA,TA,Y,TA,Attchd,299,TA,TA,158000
RL,8029,AllPub,2Story,6,5,2005,Gable,Gd,TA,Y,Gd,Attchd,400,TA,TA,176000
RL,14054,AllPub,2Story,7,5,2006,Gable,Gd,TA,Y,Gd,BuiltIn,660,TA,TA,219210
RM,8850,AllPub,2.5Unf,7,6,1916,Gable,TA,TA,Y,TA,Detchd,225,TA,TA,144000
RL,9100,AllPub,1Story,7,5,2001,Gable,Gd,TA,Y,Gd,Attchd,573,TA,TA,178000
RL,11235,AllPub,1Story,4,5,1963,Gable,TA,TA,Y,TA,Attchd,459,TA,TA,148000
RL,9353,AllPub,1Story,4,5,1970,Gable,TA,TA,Y,TA,Attchd,280,TA,TA,116050
RL,10400,AllPub,2Story,7,5,1998,Gable,Gd,TA,Y,Gd,Attchd,546,TA,TA,197900
RM,6000,AllPub,1.5Fin,5,8,1925,Gable,TA,TA,Y,TA,Detchd,216,TA,TA,117000
RL,9750,AllPub,1Story,7,5,2000,Gable,Gd,TA,Y,Gd,Attchd,451,TA,TA,213000
RL,10140,AllPub,1Story,5,6,1975,Gable,Gd,TA,Y,TA,Attchd,495,TA,TA,153500
RL,14684,AllPub,1Story,7,7,1990,Hip,Gd,TA,Y,Gd,Attchd,701,TA,TA,271900
RH,8900,AllPub,1Story,4,4,1966,Gable,TA,TA,Y,TA,Detchd,384,TA,TA,107000
RL,9135,AllPub,1Story,6,5,2003,Gable,Gd,TA,Y,Gd,Attchd,544,TA,TA,200000
RL,7763,AllPub,1Story,5,7,1962,Gable,TA,TA,Y,TA,Detchd,506,TA,TA,140000
RL,10182,AllPub,1Story,8,5,2006,Hip,Ex,TA,Y,Gd,Attchd,500,TA,TA,290000
RL,11218,AllPub,2Story,6,5,1992,Gable,Gd,TA,Y,Gd,Attchd,462,TA,TA,189000
RL,12134,AllPub,1.5Fin,8,7,1988,Gable,Gd,TA,Y,TA,Basment,492,TA,TA,164000
RL,9340,AllPub,1Story,4,6,1941,Hip,TA,TA,Y,TA,Attchd,234,TA,TA,113000
RL,10246,AllPub,SLvl,4,9,1965,Gable,TA,Gd,Y,TA,Attchd,364,TA,TA,145000
RL,10205,AllPub,SFoyer,5,5,1962,Gable,TA,TA,Y,TA,Attchd,300,TA,TA,134500
RL,7094,AllPub,1Story,5,5,1966,Gable,TA,TA,Y,TA,Detchd,384,TA,TA,125000
RM,8930,AllPub,1.5Fin,6,5,1978,Gable,TA,TA,Y,TA,Attchd,539,TA,TA,112000
FV,8640,AllPub,1Story,8,5,2009,Gable,Gd,TA,Y,Gd,Attchd,552,TA,TA,229456
RM,6240,AllPub,1.5Fin,4,5,1947,Gable,TA,TA,N,TA,Attchd,0,TA,TA,80500
RM,1680,AllPub,2Story,6,5,1971,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,91500
RL,7800,AllPub,1Story,5,5,1964,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,115000
RL,8250,AllPub,1Story,5,5,1968,Hip,TA,TA,Y,TA,Attchd,322,TA,TA,134000
RL,10496,AllPub,1.5Fin,6,6,1949,Gable,TA,TA,Y,TA,Attchd,315,TA,TA,143000
RL,10680,AllPub,1Story,5,3,1951,Hip,TA,Fa,N,TA,Detchd,528,TA,TA,137900
RL,15384,AllPub,2Story,7,5,2004,Gable,Gd,TA,Y,Gd,Attchd,388,TA,TA,184000
RL,10482,AllPub,SLvl,6,8,1958,Hip,TA,TA,Y,TA,Attchd,264,TA,TA,145000
RL,14598,AllPub,2Story,6,5,2007,Gable,Gd,TA,Y,Gd,BuiltIn,668,TA,TA,214000
RL,8872,AllPub,1Story,5,8,1965,Gable,TA,TA,Y,Gd,Detchd,576,TA,TA,147000
RL,8769,AllPub,1Story,9,5,2008,Hip,Ex,TA,Y,Ex,Attchd,1052,TA,TA,367294
RL,7910,AllPub,SLvl,5,5,1960,Hip,TA,TA,Y,TA,Basment,404,TA,TA,127000
RL,18890,AllPub,1.5Fin,5,5,1977,Shed,Gd,TA,Y,TA,BuiltIn,600,TA,TA,190000
RL,7728,AllPub,SLvl,5,6,1962,Hip,TA,TA,Y,TA,Attchd,540,TA,TA,132500
RL,9842,AllPub,1Story,4,5,1962,Gable,TA,TA,Y,TA,CarPort,462,TA,TA,101800
RL,12160,AllPub,1Story,5,5,1959,Hip,TA,TA,Y,TA,Attchd,531,TA,TA,142000
RH,8525,AllPub,2Story,5,6,1911,Gable,TA,TA,N,TA,Attchd,0,TA,TA,130000
RL,13132,AllPub,2Story,5,5,1914,Gable,Gd,TA,Y,TA,Detchd,180,Fa,Fa,138887
RL,2628,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,BuiltIn,474,TA,TA,175500
RL,12393,AllPub,2Story,7,5,2004,Gable,Gd,TA,Y,Gd,BuiltIn,434,TA,TA,195000
RL,13072,AllPub,1Story,6,5,2005,Gable,Gd,TA,Y,TA,Detchd,484,TA,TA,142500
RL,9037,AllPub,1Story,8,5,2006,Hip,Gd,TA,Y,Ex,Attchd,472,TA,TA,265900
RL,8158,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,Attchd,543,TA,TA,224900
RL,9849,AllPub,1Story,7,6,2007,Hip,Gd,TA,Y,Gd,Attchd,954,TA,TA,248328
